playlist_name,artist_name,track_name,url,danceability,energy,loudness,valence,temp,lyrics
Christmas Crooners,Kylie Minogue,Santa Claus Is Coming to Town (feat. Frank Sinatra),https://open.spotify.com/track/49KLGV7yCBkELSc74Dpfvk,0.466,0.536,-6.719,0.595,142.195,"

- New tracks have an asterisk next to them
- Song lyrics that were on the previous version of the album can be found here

1. It's The Most Wonderful Time Of The Year
2. Santa Claus Is Coming To Town (feat. Frank Sinatra)
3. Winter Wonderland
4. Only You (with James Corden)
5. Stay Another Day*
6. Christmas Wrapping (with Iggy Pop)
7. At Christmas*
8. I'm Gonna Be Warm This Winter
9. Every Day's Like Christmas
10. Wonderful Christmastime (with Mika)*
11. 100 Degrees (with Dannii Minogue)
12. Let It Snow
13. I Wish It Could Be Christmas Everyday*
14. White December
15. 2000 Miles
16. Santa Baby
17. Christmas Isn't Christmas 'Til You Get Here
18. Have Yourself A Merry Little Christmas
19. Oh Santa
20. Cried Out Christmas
21. Christmas Lights*
22. Everybody's Free (To Feel Good)*

"
Christmas Crooners,Dean Martin,Blue Christmas,https://open.spotify.com/track/1WLweWdf4XaTIrFygnoEzJ,0.215,0.215,-14.951,0.342,202.24,"

I'll have a blue Christmas without you
I'll be so blue thinking about you
Decorations of red on a green Christmas tree
They won't mean a thing dear if you're not here with me

I'll have a blue Christmas that's certain
And when that blue heartache starts hurtin'
You'll be doing all right with your Christmas of white
But I'll have a blue blue Christmas

(I'll have a blue Christmas that's certain
And when that blue heartache starts hurtin')
You'll be doing all right with your Christmas of white
But I'll have a blue blue Christmas

"
Christmas Crooners,Michael Bublé,It's Beginning to Look a Lot like Christmas,https://open.spotify.com/track/5a1iz510sv2W9Dt1MvFd5R,0.339,0.214,-11.714,0.363,94.775,"

[Verse 1]
It's beginning to look a lot like Christmas
Everywhere you go;
Take a look at the five and ten
It's glistening once again
With candy canes and silver lanes aglow

[Chorus]
It's beginning to look a lot like Christmas
Toys in every store
But the prettiest sight to see is the holly that will be
On your own front door

[Hook]
A pair of hop-a-long boots and a pistol that shoots
Is the wish of Barney and Ben;
Dolls that will talk and will go for a walk
Is the hope of Janice and Jen;
And Mom and Dad can hardly wait for school to start again

[Verse 2]
It's beginning to look a lot like Christmas
Everywhere you go;
There's a tree in the Grand Hotel one in the park as well
It's the sturdy kind that doesn't mind the snow

[Chorus 2]
It's beginning to look a lot like Christmas;
Soon the bells will start
And the thing that will make them ring is the carol that you sing
Right within your heart

[Hook 2]
It's beginning to look a lot like Christmas
Toys in every store
But the prettiest sight to see is the holly that will be
On your own front door

[Outro]
So it's Christmas once more

"
Christmas Crooners,Frank Sinatra,Mistletoe and Holly,https://open.spotify.com/track/3jKGG4THqegu6EgxinAIYm,0.582,0.151,-12.217,0.282,109.626,"

Oh by gosh by golly
It's time for mistletoe and holly
Tasty pheasants Christmas presents
Countrysides covered with snow
Oh by gosh by jingle
It's time for carols and Kris Kringle
Overeating merry greetings
From relatives you don't know
Then comes that big night
Giving the tree the trim
You'll hear voices by starlight
Singing a Yuletide hymn
Oh by gosh by golly
It's time for mistletoe and holly
Fancy ties an' granny's pies
An' folks stealin' a kiss or two
As they whisper ""Merry Christmas"" to you
Then comes that big night
Giving the tree the trim
You'll hear voices by starlight
Singing a Yuletide hymn
Oh by gosh by golly
It's time for mistletoe and holly
Fancy ties an' granny's pies
An' folks stealin' a kiss or two
As they whisper ""Merry Christmas"" to you

"
Christmas Crooners,Seal,Christmas Song (Chestnuts Roasting),https://open.spotify.com/track/1W2ubWPoj734ZnvX48fZIk,0.28,0.368,-9.47,0.137,58.868,"

Chestnuts roasting on an open fire
Jack Frost nipping at your nose
Yuletide carols being sung by a choir
And folks dressed up like Eskimos

Everybody knows a turkey and some mistletoe
Help to make the season bright
Tiny tots with their eyes all aglow
Will find it hard to sleep tonight

They know that Santa's on his way
He's loaded lots of toys and goodies on his sleigh
And every mother's child is going to spy
To see if reindeer really know how to fly

So I'm offering this simple phrase
To kids from one to ninety-two
Although it's been said many times many ways
Merry Christmas to you

So I'm offering this simple phrase
To kids from one to ninety-two
Although it's been said many times many ways
Merry Christmas
Merry Christmas... to you

"
Christmas Crooners,Robbie Williams,Merry Xmas Everybody (feat. Jamie Cullum),https://open.spotify.com/track/6gPjEHwchHOVoBFHxomCfR,0.424,0.756,-6.756,0.418,133.943,"

[Verse 1]
Are you hanging up a stocking on your wall?
It's the time that every Santa has a ball
Does he ride a red-nosed reindeer?
Does a ton-up on his sleigh?
Do the fairies keep him sober for a day?

[Chorus]
So here it is Merry Christmas
Everybody's having fun
Look to the future now
It's only just begun

[Verse 2]
Are you waiting for the family to arrive?
Are you sure you've got the room to spare inside?
Does your granny always tell you
That old songs are the best?
Then she's up and rock-'n'-rolling with the rest

[Chorus]
So here it is Merry Christmas
Everybody's having fun
Look to the future now
It's only just begun

[Sigue]
What will your daddy do when he sees your momma kissing Santa Claus?

[Verse 2]
Are you hanging up a stocking on your wall?
Are you hoping that the snow will start to fall?
Do you ride on down the hillside
In a buggy you have made?
When you land upon your head then you've been slayed

[Chorus]
So here it is Merry Christmas
Everybody's having fun
Look to the future now
It's only just begun

So here it is Merry Christmas
Everybody's having fun
Look to the future now
It's only just begun
(It's only just begun)

So here it is Merry Christmas
Everybody's having fun
(Everybody's having fun)
Look to the future now
It's only just begun

"
Christmas Crooners,Tony Bennett,Have Yourself A Merry Little Christmas,https://open.spotify.com/track/7yUx5eB7jvq8wuhhOn3Nas,0.45,0.359,-13.945,0.571,115.067,"

Have yourself a merry little Christmas
Let your heart be light
From now on
Our troubles will be out of sight

Have yourself a merry little Christmas
Make the Yule-tide gay
From now on
Our troubles will be miles away

Here we are as in olden days
Happy golden days of yore
Faithful friends who are dear to us
Gather near to us once more

Through the years
We all will be together
If the Fates allow
Hang a shining star upon the highest bough
And have yourself a merry little Christmas now

"
Christmas Crooners,Dean Martin,Rudolph The Red-Nosed Reindeer,https://open.spotify.com/track/2L9QLAhrvtP4EYg1lY0Tnw,0.478,0.201,-16.768,0.857,136.471,"

[Intro]
(Rudolph)
(Rudolph)

[Chorus]
Rudolph the Red-Nosed Reindeer
Had a very shiny nose
And if you ever saw it
You would even say it glows

All of the other reindeer
Used to laugh and call him names
They never let poor Rudy
Join in any reindeer games

Then one foggy Christmas Eve
Santa came to say
""Rudolph with your nose so bright
Won't you guide my sleigh tonight?""

Then how the reindeer loved him
As they shouted out with glee
Rudy the Red-Nosed Reindeer
You'll go down in history

[Bridge]
Rudolph the Red Nosed Reindeer
Had a very shiny nose
And if you ever saw it
You would even say it glows

All of the other reindeer
Used to laugh and call him names
They never let poor Rudolph
Join in any reindeer games

[Chorus]
Then one foggy Christmas Eve
Santa came to say
""Rudolph mit your nose so bright
Won't you guide mein sleigh tonight?""

Then how the reindeer loved him
As they shouted out with glee
Rudy the Red-Beaked Reindeer
You'll go down in history

[Outro]
(Rudolph)
(Rudolph)
(Rudolph)

"
Christmas Crooners,Michael Bublé,Jingle Bells (feat. The Puppini Sisters),https://open.spotify.com/track/5qXUIehZetSx94f6QNT88w,0.702,0.588,-5.914,0.849,122.945,"

-Merry Christmas ladies
-Merry Christmas Mr. Buble
-Are you ready to sing a little Jingle Bells?
-Yeeeees

Jingle bells jingle bells
Jingle all the way
Oh what fun it is to ride
In a one horse open sleigh
Jingle bells jingle bells
Jingle all the way
Oh what fun it is to ride
In a one horse open sleigh

Dashing through the snow
In a one horse open sleigh
O'er the fields we go
Laughing all the way
Bells on bobtail ring
Making spirits bright
What fun it is to ride and sing
A sleighing song tonight

Jingle bells j-jingle bells
Jingle all the way
Oh what fun it is to ride
In a one horse open sleigh
Jingle bells j-j-j-jingle bells
Jingle all the way
Oh what a lotta fun what a lotta fun to ride and sing
In a one horse open sleigh

Dashing through the snow (we are dashing)
In a one horse open sleigh (one horse sleigh)
O'er the fields we go (o'er the fields we go we go)
Laughing all the way (all the way)
Bells on bobtail ring

Making spirits bright
What fun it is to ride and sing
A sleighing song tonight

Jingle bells jingle bells
Jingle all the way
Oh what fun it is to ride
In a one horse open sleigh (oh what a lotta fun)
Jingle bells jingle bells
Jingle all the way
Oh what fun it is to ride
In a one horse open sleigh

Jingle bells jingle bells
Oh what fun in a one horse open sleigh
Jingle bells jingle bells
Oh what fun it is to ride
In a one horse open sleigh
(Jingle bells jingle bells
Jingle all the way)

"
Christmas Crooners,Ella Fitzgerald,Sleigh Ride,https://open.spotify.com/track/5CaBRn7C7jttA1wWd8eBaH,0.507,0.289,-12.472,0.659,154.776,"

Just hear those sleigh bells jingling ring ting tingling too
Come on it's lovely weather for a sleigh ride together with you
Outside the snow is falling and friends are calling ""Yoo hoo""
Come on it's lovely weather for a sleigh ride together with you

Giddy yap giddy yap giddy yap let's go let's look at the show
We're riding in a wonderland of snow
Giddy yap giddy yap giddy yap it's grand just holding your hand
We're gliding along with a song of a wintery fairyland

Our cheeks are nice and rosy and comfy cozy are we
We're snuggled up together like two birds of a feather would be
Let's take that road before us and sing a chorus or two
Come on it's lovely weather for a sleigh ride together with you

Giddy yap giddy yap giddy yap let's go let's look at the show
We're riding in a wonderland of snow
Giddy yap giddy yap giddy yap it's grand just holding your hand
We're gliding along with a song of a wintery fairyland

Our cheeks are nice and rosy and comfy cozy are we
We're snuggled up together like two birds of a feather would be
Let's take that road before us and sing a chorus or two
Come on it's lovely weather for a sleigh ride together with you

Sleigh ride together with you
Sleigh ride together with you
Sleigh ride together with you

"
Christmas Crooners,Bing Crosby,Frosty The Snowman - Remastered 2006,https://open.spotify.com/track/35MqcEIVZ7svbBpRt4N30g,0.519,0.368,-11.622,0.854,160.37,"

Frosty the snowman was a jolly happy soul
With a corncob pipe and a button nose
And eyes made out of coal
Frosty the snowman is a fairy tale they say
He was made of snow but the children know
That he came to life one day
There must have been some magic
In that old silk hat they found
For when they placed it on his head
He began to dance around
Oh Frosty the snowman was alive as he could be
And the children say he could laugh and play
Just the same as you and me
Thumpetty thump thump thumpety thump thump
Look at Frosty go thumpetty thump thump
Thumpety thump thump over the hills of snow
Frosty the snowman knew the sun was hot that day
So he said ""Let's run and we'll have some fun
Now before I melt away""
Down to the village with a broomstick in his hand
Runnin' here and there all around the square
Sayin' ""Catch me if you can""
He led them down the streets of town
Right to the traffic cop
He only paused a moment
When he heard him holler ""Stop""
Because ol' Frosty the snowman he had to hurry on his way
But he waved goodbye sayin' ""Don't you cry
I'll be back again some day I'll be back again some day
I'll be back again some day""

"
Christmas Crooners,Nat King Cole,O Holy Night,https://open.spotify.com/track/6lrYOVAU67C67rllaO8rNR,0.179,0.24,-13.203,0.145,86.86,"

O holy night the stars are brightly shining
It is the night of the dear Savior's birth
Long lay the world in sin and error pining
'Til He appeared and the soul felt its worth

The thrill of hope the weary world rejoices
For yonder breaks a new and glorious morn
Fall on your knees oh hear the angel voices
O night divine O night when Christ was born

O night divine
O night
O night divine

Fall on your knees
Oh hear the angel voices
O night divine O night when Christ was born

O night divine
O night
O night divine

"
Christmas Crooners,Michael Bublé,Cold December Night,https://open.spotify.com/track/23EvkivHtoFgkSK5pckvwq,0.517,0.702,-6.763,0.414,83.873,"

[Verse 1]
Stockings are hung with care
As children sleep with one eye open
Well now there's more than toys at stake
Cause I'm older now but not done hoping

[Verse 2]
The twinkling of the lights
The scent of candles fill the household
'Ol Saint Nick has taken flight
With a heart on board so please be careful

[Pre-Chorus]
Each year I ask for many different things
But now I know what my heart wants you to bring

[Chorus]
So please just fall in love with me this Christmas
There's nothing else that I will need this Christmas
Won't be wrapped under a tree
I want something that lasts forever
So kiss me on this cold December night

[Verse 3]
A tree that smells of pine
A house that's filled with joy and laughter
The mistletoe says stand in line
Loneliness is what I've captured

[Pre-Chorus]
Oh but this evening can be a holy night
So cozy on up by the fireplace
And dim those Christmas lights

[Chorus]
So please just fall in love with me this Christmas
There's nothing else that we will need this Christmas
Won't be wrapped under a tree
I want something that lasts forever
So kiss me on this cold December night

[Bridge]
They call it the season of giving
I'm here I'm yours for the taking
They call it the season of giving
I'm here I'm yours

[Chorus]
Just fall in love with me this Christmas
There's nothing else that we will need this Christmas
Won't be wrapped under a tree
I want something that lasts forever
Cause I don't want to be alone tonight
I'll wear you like a Christmas sweater
Walk proudly to the mistletoe tonight
I want something to last forever
So kiss me on this cold December Night

[Closing]
Call it the season of giving
I'm here I'm yours for the taking
Call it the season of giving
I'm here I'm yours

"
Christmas Crooners,Michael Bublé,All I Want for Christmas Is You,https://open.spotify.com/track/1FRqLI971CD1QedTiJeL3c,0.503,0.465,-8.077,0.143,141.796,"

[Intro]
I don't want a lot for Christmas
There is just one thing I need
I don't care about the presents
Underneath the Christmas tree
I just want you for my own
More than you could ever know
Make my wish come true
You know that all I want for Christmas
Is you...

[Verse 1]
I won't ask for much this Christmas
I won't even wish for snow
No I'm just gonna keep on waiting
Underneath the mistletoe
There's no sense in hanging stockings
There upon the fireplace
Cause Santa he won't make me happy
With a toy on Christmas Day


[Hook]
I just want you here tonight
Holding on to me so tight
Girl what can I do?
You know that all I want for Christmas
Is you...

[Verse 2]
And all the lights are shining
So brightly everywhere
And the sound of children's
Laughter fills the air
And everyone is singing
I can hear those sleigh bells ringing
Santa won't you bring me the one I really love
Won't you please bring my baby to me...

[Chorus]
I don't want a lot for Christmas
This is all I'm asking for
No I just wanna see my baby
Standing right outside my door
Oh I just want you for my own
More that you could ever know
Make my wish come true
You know that all I want for Christmas
Is you...
Is you...

"
Christmas Crooners,Tony Bennett,Christmasland,https://open.spotify.com/track/4uem1XCcsG4rCk4wl2Why7,0.261,0.233,-14.332,0.123,86.514,"

Come along follow me
Let me take you to Christmasland
It’s a place very near
Where you find your own wonderland
Waiting there for you
You will see all the friends you knew
Santa Claus will be there
There’ll be toys and some mistletoe
All the things that you loved as a child
Many years ago
Come and take my hand
We’ll find happiness
Let’s go to Christmasland
Come and take my hand
We’ll go you and I
To find our Christmasland

"
Christmas Crooners,Michael Bublé,Santa Baby,https://open.spotify.com/track/3m2gfwcxl77ojJTWH3wZkb,0.641,0.0964,-12.996,0.357,76.273,"

Santa baby slip a Rolex under the tree for me
I've been an awful good guy
Santa buddy and hurry down the chimney tonight

Santa buddy a '65 convertible too steel blue
I'll wait up for you dude
Santa buddy and hurry down the chimney tonight

Think of all the fun I've missed
Think of all the hotties that I never kissed
Next year I could be just as good
If you'd check off my Christmas list

Santa pally I wanna yacht and really that's not a lot
I've been an sweetie all year
Santa buddy so hurry down the chimney tonight

Santa buddy one thing that I really do need the deed
To a platinum mine
Santa pally so hurry down the chimney tonight

Santa buddy fill my stocking with Canucks tix for kicks
Throw me on the first line
Santa baby so hurry down the chimney tonight

Come and trim my Christmas tree
With some decorations bought at Mercedes
I really I do believe in you
Now let's see if you believe in me

Santa poppy forgot to mention one little thing cha-ching
No I don't mean as a loan
Santa buddy so hurry down the chimney tonight
Hurry down the chimney tonight
Oh hurry down the chimney tonight

"
Christmas Crooners,Michael Bolton,Jingle Bell Rock,https://open.spotify.com/track/3NpMpJdMBTehLeUVh0elUV,0.568,0.56,-5.512,0.728,139.955,"

Jingle bell jingle bell jingle bell rock
Jingle bells swing and jingle bells ring
Snowing and blowing up bushels of fun
Now the jingle hop has begun

"
Christmas Crooners,Paul Anka,It's The Most Wonderful Time Of The Year,https://open.spotify.com/track/4B0ti4kmEfNloToa8rNnSu,0.182,0.157,-12.801,0.0943,73.321,"

I'm dreamin' tonight of a place I love
Even more then I usually do
And although I know it's a long road back
I promise you

I'll be home for Christmas
You can count on me
Please have snow and mistletoe
And presents under the tree
Christmas Eve will find me
Where the love light beams
I'll be home for Christmas
If only in my dreams

Christmas Eve will find me
Where the love light beams
I'll be home for Christmas
If only in my dreams
If only in my dreams

"
Christmas Crooners,Josh Groban,Have Yourself a Merry Little Christmas,https://open.spotify.com/track/1WrksSayukHRLctEsjcSGf,0.207,0.32,-10.369,0.126,82.775,"

[Verse 1]
Have yourself a merry little Christmas
Let your heart be light
From now on our troubles will be out of sight

[Verse 2]
Have yourself a merry little Christmas
Make the yuletide gay
From now on our troubles will be miles away

[Bridge]
Here we are as in olden days
Happy golden days of yore
Faithful friends who are dear to us
Gather near to us once more

[Verse 3]
Through the years we all will be together
If the fates allow
Hang a shining star upon the highest bow
And have yourself a merry little Christmas now

Through the years we all will be together
If the fates allow
Hang a shining star upon the highest bow
And have yourself a merry little Christmas now

"
Christmas Crooners,Michael Bublé,White Christmas,https://open.spotify.com/track/3aHDEjyb4ZMpdj0G2xDGUM,0.528,0.524,-5.804,0.613,128.756,"

I'm dreaming of a white Christmas
Just like the ones I used to know
Where the tree tops glisten
And children listen
To hear sleigh bells in the snow
I'm dreaming of a white Christmas
With every Christmas card I write
May your days may your days may your days
Be merry and bright
And may all your Christmas' be white
I'm dreaming of a white Christmas
Just like the ones I used to know
Where the tree tops glisten
And children listen
To hear sleigh bells in the snow
I'm dreaming of a white Christmas
With every Christmas card I write
May your days may your days may your days
Be merry and bright
May all your Christmas' be white
I'm dreaming of a white Christmas
With every Christmas card I write
May your days be merry and bright
And may all your Christmas' be white

"
Christmas Crooners,Paul Anka,Silver Bells,https://open.spotify.com/track/2zQx8Ailm7ROR08VbvlzZI,0.25,0.194,-12.61,0.147,85.601,"

City sidewalks busy sidewalks
Dressed in holiday style
In the air there's a feeling of Christmas
Children laughing people passing
Meeting smile after smile
And on every street corner you'll hear
Silver bells silver bells
It's Christmas time in the city
Ring-a-ling hear them ring
Soon it will be Christmas Day
Strings of streetlights even stop lights
Blink a bright red and green
As the shoppers rush home
With their treasures
Hear the snow crunch
See the kids bunch
This is Santa's big scene
And above all this bustle you'll hear
Silver bells silver bells
It's Christmas time in the city
Ring-a-ling hear them ring
Soon it will be Christmas Day
Silver bells silver bells
Soon it will be Christmas Day
Soon it will be Christmas Day
Read more at

"
